,SW,PHIF,VSH
4956,0.7863,0.1181,0.5163
22863,0.213,0.233,0.26899999999999996
3293,1.0,0.0654,0.2966
6190,0.9866,0.1483,0.3735
20364,0.105,0.263,0.10400000000000001
1593,1.0,0.1095,0.3214
19815,0.484,0.146,0.42200000000000004
24950,1.0,0.07200000000000001,0.32299999999999995
8677,0.44299999999999995,0.2372,0.3484
6499,1.0,0.0503,0.6468
1311,0.9503,0.1564,0.3136
1476,1.0,0.1174,0.1611
3724,1.0,0.0865,0.3386
20841,0.6729999999999999,0.087,0.354
967,1.0,0.02,0.2557
576,0.8140000000000001,0.0594,0.2393
14798,1.0,0.061,0.38799999999999996
13029,0.294,0.24,0.165
21000,0.295,0.168,0.273
27417,0.83,0.198,0.105
3224,1.0,0.1031,0.2605
27267,0.8320000000000001,0.07200000000000001,0.21899999999999997
27184,0.474,0.134,0.055999999999999994
25717,0.16399999999999998,0.258,0.204
26677,0.361,0.155,0.205
7621,0.29,0.215,0.1183
14382,1.0,0.038,0.35
3417,1.0,0.0847,0.3675
27457,0.7090000000000001,0.17800000000000002,0.16399999999999998
12529,1.0,0.059000000000000004,0.53
11918,1.0,0.0212,0.5812
13521,0.19,0.18600000000000003,0.08199999999999999
7457,0.3805,0.10400000000000001,0.3262
825,1.0,0.02,0.2898
14455,0.795,0.11800000000000001,0.275
1701,1.0,0.1362,0.2192
21527,0.114,0.223,0.105
22747,0.138,0.247,0.177
14643,1.0,0.051,0.757
10753,0.6171,0.2362,0.3591
3155,1.0,0.1534,0.1911
14849,0.512,0.142,0.245
15792,0.40700000000000003,0.24,0.255
26334,0.37799999999999995,0.139,0.045
19146,1.0,0.047,0.308
12917,0.303,0.214,0.17300000000000001
26106,1.0,0.08900000000000001,0.5529999999999999
11336,0.2828,0.1699,0.1414
647,0.9349,0.1649,0.2829
5610,0.7288,0.1057,0.3208
15921,0.359,0.182,0.447
4846,0.7856,0.0948,0.5639
5719,0.7167,0.26,0.2626
24504,1.0,0.107,0.27399999999999997
16313,0.221,0.25,0.309
5802,0.6751,0.2553,0.2034
16154,0.213,0.17300000000000001,0.29
21579,0.308,0.218,0.09
7570,0.7471,0.1258,0.4676
10755,0.6424,0.2322,0.3623
14790,1.0,0.086,0.429
25929,1.0,0.02,0.517
6370,0.9725,0.1909,0.3804
16329,0.23,0.25,0.306
7095,0.2134,0.2444,0.2196
16379,0.233,0.244,0.337
21846,0.41,0.182,0.068
1516,1.0,0.1248,0.2793
13147,0.444,0.235,0.24100000000000002
16378,0.23,0.244,0.331
23166,0.113,0.231,0.157
16395,0.469,0.142,0.363
19756,0.82,0.079,0.467
8737,0.4925,0.2252,0.3574
8457,0.3896,0.2266,0.3321
7309,0.2308,0.2517,0.2164
3242,1.0,0.0477,0.2712
27791,0.72,0.09699999999999999,0.649
4525,0.81,0.2381,0.0472
3623,1.0,0.0859,0.2546
3925,1.0,0.0825,0.3485
7962,0.1092,0.2268,0.0366
7253,0.4324,0.1495,0.1041
23079,0.205,0.207,0.20199999999999999
2993,1.0,0.0863,0.2899
5820,0.7118,0.2592,0.2336
22036,0.433,0.21,0.09699999999999999
21408,0.657,0.11900000000000001,0.474
6534,0.6181,0.1501,0.198
16349,0.233,0.254,0.335
15654,0.096,0.262,0.217
10735,0.4189,0.2203,0.2986
8229,0.3824,0.223,0.267
27199,0.449,0.162,0.076
11197,0.1606,0.2137,0.1136
25689,0.165,0.245,0.158
20481,0.253,0.099,0.095
2833,0.327,0.1981,0.1389
21722,0.451,0.21,0.052000000000000005
22442,0.12300000000000001,0.26,0.162
21760,0.528,0.21899999999999997,0.033
5531,1.0,0.02,0.418
11333,0.27699999999999997,0.1742,0.1376
15902,0.361,0.192,0.415
15042,1.0,0.096,0.355
25499,0.187,0.21,0.121
13496,0.22,0.19899999999999998,0.1
8662,0.4214,0.2453,0.3593
5656,1.0,0.0702,0.4125
14752,1.0,0.061,0.49200000000000005
543,1.0,0.02,0.2369
13275,0.36,0.201,0.249
21648,0.315,0.165,0.040999999999999995
1116,0.9883,0.0985,0.192
24954,1.0,0.083,0.38299999999999995
11346,0.2999,0.1583,0.1335
16876,0.174,0.183,0.29100000000000004
16864,0.204,0.185,0.275
14553,1.0,0.023,0.446
26131,1.0,0.040999999999999995,0.324
15914,0.355,0.191,0.44
3544,1.0,0.0846,0.3453
16251,0.268,0.16699999999999998,0.24600000000000002
15096,1.0,0.027999999999999997,0.095
23346,0.195,0.155,0.262
828,1.0,0.0302,0.2533
12735,0.47200000000000003,0.21100000000000002,0.32
25054,1.0,0.05,0.659
20859,0.19,0.23,0.26899999999999996
4864,1.0,0.0791,0.4466
11551,0.1937,0.2155,0.0727
11780,0.2511,0.2029,0.087
19136,1.0,0.053,0.287
15114,0.11800000000000001,0.242,0.1
26249,0.484,0.205,0.043
16497,0.43700000000000006,0.177,0.433
13567,0.34600000000000003,0.21600000000000003,0.2
7415,0.3467,0.1296,0.2307
11465,0.5602,0.0371,0.1434
3387,1.0,0.0935,0.3117
22075,0.418,0.22899999999999998,0.121
25031,1.0,0.03,0.598
21625,0.386,0.22399999999999998,0.075
7196,0.435,0.1193,0.3223
19865,1.0,0.02,0.496
22619,0.166,0.23,0.192
11340,0.2733,0.1748,0.1311
11309,0.2514,0.2071,0.166
7314,0.2394,0.2277,0.2273
614,0.9348,0.1908,0.2894
4984,1.0,0.0456,0.4604
7205,0.3322,0.1964,0.2892
891,1.0,0.0746,0.4787
4713,0.4376,0.0628,0.4444
12077,1.0,0.0542,0.4594
25715,0.16899999999999998,0.247,0.193
9677,0.2861,0.2161,0.2983
21389,0.606,0.09699999999999999,0.467
10747,0.5235,0.2418,0.3274
3071,1.0,0.1347,0.2707
11505,0.498,0.0747,0.1227
4957,0.8474,0.1071,0.493
816,1.0,0.02,0.2998
1510,1.0,0.1009,0.2046
14847,0.545,0.141,0.24
14436,0.789,0.10300000000000001,0.253
4680,0.4538,0.11199999999999999,0.4907
21073,0.14,0.245,0.212
25955,0.185,0.203,0.18
12714,0.483,0.142,0.16
6127,0.9569,0.1483,0.414
21031,0.7040000000000001,0.053,0.42100000000000004
3025,1.0,0.0916,0.2956
24712,1.0,0.079,0.25
16130,0.294,0.109,0.332
22205,0.273,0.21100000000000002,0.11199999999999999
8130,0.1383,0.2316,0.092
3431,1.0,0.0743,0.3762
21006,0.284,0.14800000000000002,0.28300000000000003
4968,1.0,0.0402,0.4476
1368,0.9462,0.0838,0.1909
26254,0.501,0.182,0.037000000000000005
7705,0.6119,0.1288,0.4963
2355,0.2795,0.2719,0.1557
22385,0.12300000000000001,0.264,0.157
8800,0.4737,0.226,0.3775
11550,0.1955,0.2142,0.0726
3090,0.9971,0.1559,0.2492
26508,0.38799999999999996,0.14400000000000002,0.196
22064,0.46299999999999997,0.218,0.106
9821,0.2234,0.2236,0.2108
1095,0.8974,0.1022,0.1992
21466,1.0,0.037000000000000005,0.636
11569,0.1953,0.2144,0.0959
10742,0.4698,0.2342,0.3209
18960,1.0,0.051,0.28300000000000003
16013,0.5,0.138,0.49200000000000005
24935,1.0,0.034,0.29100000000000004
22573,0.128,0.249,0.187
11764,0.2609,0.1966,0.0918
11873,1.0,0.0834,0.586
3904,0.9997,0.0907,0.4738
2901,0.9134,0.0477,0.3635
14147,1.0,0.039,0.73
14195,1.0,0.038,0.723
2791,0.4401,0.1634,0.2122
13463,0.284,0.183,0.105
22432,0.11900000000000001,0.263,0.17300000000000001
3137,1.0,0.136,0.2255
112,0.5288,0.1481,0.1979
5089,0.922,0.1165,0.4915
5114,1.0,0.0922,0.4531
4610,1.0,0.1052,0.7838
12914,0.29,0.22699999999999998,0.177
10184,0.262,0.214,0.2859
25843,0.147,0.257,0.248
1429,0.7957,0.1423,0.5065
13523,0.18,0.185,0.09699999999999999
12083,0.9272,0.1284,0.431
24337,1.0,0.073,0.414
2503,1.0,0.0909,0.3116
930,1.0,0.0767,0.4631
1648,1.0,0.1107,0.2326
9609,0.276,0.2216,0.2321
1579,1.0,0.1083,0.3281
26413,0.35100000000000003,0.188,0.131
22387,0.12300000000000001,0.263,0.154
4978,1.0,0.0491,0.4576
19625,0.10800000000000001,0.233,0.087
2155,1.0,0.1031,0.7275
9874,0.29600000000000004,0.19399999999999998,0.3469
5616,0.7737,0.1034,0.3462
8386,0.2783,0.2496,0.3496
12805,1.0,0.075,0.598
26958,0.504,0.185,0.034
26960,0.506,0.18100000000000002,0.033
6572,0.7647,0.0771,0.3871
14651,1.0,0.077,0.71
11599,0.2327,0.195,0.0983
4019,1.0,0.1031,0.3699
2444,0.3007,0.18,0.0801
9809,0.2403,0.2264,0.2507
18498,0.31,0.07400000000000001,0.146
7341,0.1896,0.272,0.1867
6623,0.3911,0.2449,0.2469
24354,1.0,0.084,0.371
25971,0.184,0.212,0.147
5055,1.0,0.0915,0.4794
13629,0.308,0.235,0.162
26463,0.182,0.191,0.154
26875,0.40299999999999997,0.183,0.22
685,0.722,0.0722,0.3153
11136,0.2058,0.2368,0.127
3624,1.0,0.0934,0.24600000000000002
21125,0.12,0.263,0.17
7639,0.2934,0.2506,0.1657
18934,1.0,0.02,0.257
13065,0.33799999999999997,0.24100000000000002,0.273
1263,1.0,0.0824,0.1576
77,0.4781,0.1436,0.1545
21108,0.11800000000000001,0.263,0.17800000000000002
1040,1.0,0.0799,0.18600000000000003
16788,0.41600000000000004,0.18100000000000002,0.392
8209,0.3452,0.2513,0.2496
12729,0.313,0.20600000000000002,0.19
3368,1.0,0.0592,0.2882
6864,0.2925,0.2465,0.2786
26976,0.488,0.183,0.046
12019,0.7972,0.109,0.6217
12866,0.13,0.215,0.033
5563,1.0,0.0202,0.4353
11808,0.2661,0.17,0.0984
26123,1.0,0.055999999999999994,0.534
2308,0.5503,0.1489,0.1327
6414,1.0,0.0417,0.2224
23638,1.0,0.02,0.475
18534,1.0,0.08199999999999999,0.43
26186,0.313,0.212,0.047
21863,0.42,0.17,0.07400000000000001
8312,0.3022,0.2065,0.1934
23163,0.10800000000000001,0.23800000000000002,0.153
25451,0.203,0.20800000000000002,0.154
12751,0.628,0.193,0.39799999999999996
25979,0.182,0.21899999999999997,0.14
14786,1.0,0.10099999999999999,0.419
23714,0.415,0.066,0.499
2033,1.0,0.0227,0.4037
21070,0.136,0.25,0.215
20378,0.113,0.256,0.113
475,0.9973,0.1676,0.4324
6460,0.9256,0.1653,0.3386
9636,0.2854,0.2119,0.2142
2127,1.0,0.0678,0.7417
11869,1.0,0.0909,0.5658
15574,0.129,0.257,0.201
69,0.9371,0.1888,0.1792
10915,0.6951,0.1237,0.2338
13026,0.275,0.253,0.172
7556,0.2617,0.2596,0.2838
4815,1.0,0.02,0.3471
24127,0.256,0.12,0.087
762,1.0,0.02,0.284
608,1.0,0.1498,0.2753
24397,1.0,0.024,0.289
19658,0.11800000000000001,0.23199999999999998,0.095
2676,0.5661,0.218,0.2488
23697,1.0,0.045,0.54
10984,0.2699,0.1702,0.1088
21475,0.9229999999999999,0.039,0.526
11226,0.1753,0.2277,0.1018
14161,1.0,0.059000000000000004,0.7709999999999999
10906,1.0,0.0687,0.2169
22885,0.26899999999999996,0.22699999999999998,0.252
26983,0.495,0.17800000000000002,0.051
13032,0.257,0.24100000000000002,0.157
16988,0.413,0.207,0.303
10407,0.3223,0.2261,0.2778
9468,0.154,0.2348,0.1671
20431,0.1,0.259,0.18
10508,0.3583,0.2441,0.3283
20863,0.2,0.23199999999999998,0.28600000000000003
4498,0.6237,0.2172,0.2936
1667,1.0,0.1671,0.3622
21811,0.27399999999999997,0.222,0.096
5538,1.0,0.0234,0.3863
26608,0.243,0.2,0.19
12799,1.0,0.105,0.516
11537,0.2141,0.2049,0.0804
16880,0.185,0.18600000000000003,0.253
7316,0.2544,0.2069,0.233
24340,1.0,0.073,0.39299999999999996
5174,0.9873,0.1046,0.6131
3411,1.0,0.1007,0.4232
26909,0.47200000000000003,0.21600000000000003,0.055999999999999994
10359,0.2604,0.2007,0.1107
22363,0.11900000000000001,0.267,0.171
674,1.0,0.0238,0.2137
9559,0.1965,0.2234,0.1819
7135,0.4194,0.0867,0.1854
1893,1.0,0.0449,0.4863
15756,0.48100000000000004,0.26,0.16699999999999998
13640,0.31,0.24100000000000002,0.14800000000000002
21605,0.355,0.233,0.078
3234,1.0,0.0926,0.3515
19796,0.306,0.17600000000000002,0.34600000000000003
26061,0.207,0.24,0.17600000000000002
13503,0.214,0.212,0.09699999999999999
13592,0.31,0.23600000000000002,0.19699999999999998
25488,0.201,0.20199999999999999,0.157
18481,0.122,0.222,0.095
17027,0.377,0.205,0.121
9975,0.3461,0.2044,0.2883
10063,0.3396,0.214,0.2958
3818,0.9359,0.1181,0.2822
19792,0.293,0.177,0.342
20380,0.115,0.257,0.11900000000000001
16962,0.4,0.19,0.348
957,1.0,0.0406,0.5578
11381,0.1902,0.185,0.1135
25459,0.21100000000000002,0.2,0.17600000000000002
811,1.0,0.02,0.2882
3523,1.0,0.0961,0.3803
1050,1.0,0.0677,0.1657
16467,0.341,0.218,0.37
16828,0.267,0.18600000000000003,0.26
13706,0.48100000000000004,0.257,0.292
27113,0.43200000000000005,0.193,0.037000000000000005
27488,0.8109999999999999,0.155,0.152
23652,1.0,0.031,0.545
330,1.0,0.1257,0.3006
13486,0.23,0.204,0.107
2068,1.0,0.0949,0.4587
5417,0.3729,0.1794,0.4394
22942,0.23199999999999998,0.187,0.21899999999999997
6618,0.4501,0.245,0.2362
7160,1.0,0.0262,0.2476
24364,1.0,0.102,0.33899999999999997
11702,0.2829,0.1892,0.1274
16245,0.255,0.163,0.271
16730,0.856,0.079,0.392
16891,0.215,0.18899999999999997,0.281
12151,1.0,0.0534,0.5943
7038,0.2062,0.2552,0.2025
7074,0.21100000000000002,0.2449,0.1965
10888,1.0,0.0693,0.2129
13489,0.22399999999999998,0.20800000000000002,0.092
20996,0.379,0.156,0.305
10022,0.2971,0.2279,0.24
24675,0.593,0.139,0.304
3979,1.0,0.1018,0.2831
14841,0.812,0.105,0.254
8835,0.261,0.2196,0.3943
19674,0.114,0.22899999999999998,0.078
22382,0.12300000000000001,0.265,0.168
8741,0.4942,0.2237,0.3325
3053,1.0,0.0585,0.3595
2991,1.0,0.0671,0.2888
11056,0.2011,0.2517,0.1379
7944,0.1236,0.2173,0.0243
3565,1.0,0.0666,0.4034
3587,1.0,0.0901,0.3178
14646,1.0,0.077,0.7120000000000001
2746,0.3587,0.1622,0.1058
6065,0.6598,0.1169,0.4832
21478,0.711,0.044000000000000004,0.47700000000000004
6997,0.1948,0.2562,0.2049
23896,0.20600000000000002,0.125,0.276
26896,0.396,0.212,0.057999999999999996
6693,0.4533,0.2409,0.2712
26472,0.174,0.17300000000000001,0.096
11536,0.2283,0.1949,0.0834
26737,0.308,0.23,0.226
19021,0.579,0.099,0.386
21146,0.129,0.259,0.175
27619,0.97,0.182,0.129
17147,0.10099999999999999,0.24100000000000002,0.091
11131,0.2108,0.2395,0.1324
16436,0.336,0.193,0.387
11451,0.3131,0.1474,0.1358
22858,0.191,0.231,0.263
6673,0.2594,0.2603,0.2475
22620,0.162,0.22899999999999998,0.188
1683,1.0,0.0711,0.2634
7134,0.4281,0.0842,0.2059
14753,1.0,0.062,0.473
26167,0.113,0.21600000000000003,0.044000000000000004
14007,1.0,0.053,0.77
2348,0.3054,0.2579,0.1367
26381,0.45399999999999996,0.146,0.033
26769,0.315,0.205,0.214
7061,0.2131,0.2427,0.2358
652,0.8087,0.1217,0.1871
6629,0.2926,0.2497,0.226
11996,0.8645,0.0992,0.6276
16866,0.20199999999999999,0.18600000000000003,0.27699999999999997
8435,0.3004,0.2296,0.3587
278,0.4812,0.1661,0.1872
27700,0.866,0.21600000000000003,0.257
13340,0.301,0.226,0.355
10375,0.2537,0.2366,0.2226
8225,0.3663,0.2213,0.3024
13547,0.374,0.18899999999999997,0.225
26496,0.19,0.188,0.09699999999999999
26856,0.568,0.188,0.27
6092,0.7011,0.1329,0.4611
15829,0.33899999999999997,0.16399999999999998,0.33
6645,0.2908,0.2559,0.2782
6495,1.0,0.0375,0.5867
18978,1.0,0.04,0.295
26052,0.23,0.24600000000000002,0.175
23002,0.267,0.157,0.272
16865,0.207,0.184,0.273
22231,0.321,0.20600000000000002,0.10300000000000001
4785,1.0,0.0333,0.3327
4681,0.4439,0.1142,0.5001
214,1.0,0.1539,0.3022
23683,0.865,0.078,0.53
6055,0.7492,0.1097,0.4798
9472,0.1576,0.2327,0.14400000000000002
26476,0.182,0.174,0.10099999999999999
7264,0.4356,0.1552,0.1734
2083,1.0,0.0702,0.3601
16386,0.26899999999999996,0.24100000000000002,0.355
11651,0.3172,0.1619,0.1634
26904,0.45799999999999996,0.215,0.055
7347,0.1902,0.2736,0.1997
21208,0.585,0.12300000000000001,0.45299999999999996
10296,0.3449,0.2507,0.3826
26956,0.496,0.187,0.031
3206,1.0,0.0703,0.1811
20810,0.12300000000000001,0.275,0.16699999999999998
27049,0.348,0.201,0.043
3327,1.0,0.0886,0.3809
25041,1.0,0.068,0.564
9777,0.2468,0.2195,0.1939
22101,0.435,0.21600000000000003,0.115
26122,1.0,0.055999999999999994,0.59
1315,0.8042,0.154,0.4692
24236,1.0,0.08,0.526
5585,0.7249,0.1034,0.3358
4918,1.0,0.1525,0.539
7237,0.3964,0.1941,0.2339
3644,0.973,0.0895,0.3897
140,0.8689,0.2187,0.1458
19525,0.109,0.23199999999999998,0.068
16331,0.231,0.249,0.331
24560,0.904,0.12300000000000001,0.303
14811,1.0,0.086,0.324
23958,0.17600000000000002,0.18,0.127
7149,0.8308,0.0396,0.2222
20466,0.152,0.188,0.122
5430,0.5082,0.1509,0.3747
7179,0.7798,0.0436,0.2564
26062,0.2,0.24100000000000002,0.17300000000000001
20803,0.12300000000000001,0.27399999999999997,0.175
16401,0.316,0.196,0.38299999999999995
23322,0.114,0.196,0.132
5323,0.6587,0.2152,0.3277
22371,0.121,0.268,0.182
19832,0.718,0.11599999999999999,0.5329999999999999
27356,0.64,0.22399999999999998,0.295
15025,1.0,0.063,0.28300000000000003
22490,0.132,0.24600000000000002,0.16
20761,0.13,0.268,0.17800000000000002
6443,0.3446,0.2005,0.3459
16008,0.562,0.126,0.467
13276,0.354,0.20199999999999999,0.242
14906,1.0,0.02,0.162
22083,0.423,0.222,0.113
20759,0.129,0.268,0.174
1037,1.0,0.0747,0.2515
13274,0.363,0.201,0.251
5171,0.9359999999999999,0.1078,0.5598
4137,0.2938,0.242,0.0701
7178,0.7965,0.0428,0.2626
6100,0.711,0.1323,0.4585
9634,0.287,0.2132,0.2156
8805,0.4536,0.2281,0.3797
3441,0.7801,0.1959,0.248
16204,0.247,0.17,0.24
3493,1.0,0.0641,0.2742
15777,0.499,0.256,0.179
8623,0.3285,0.2407,0.3344
11427,0.2549,0.1757,0.0975
13613,0.33899999999999997,0.19699999999999998,0.161
9500,0.2005,0.2148,0.1806
3230,1.0,0.1007,0.2936
26992,0.505,0.192,0.039
7697,1.0,0.0747,0.5347
42,0.7383,0.1666,0.2865
7174,0.9248,0.0354,0.2594
11008,0.2213,0.2343,0.1112
1496,1.0,0.0961,0.1857
25479,0.207,0.207,0.185
25118,1.0,0.02,0.248
25379,0.214,0.20600000000000002,0.12300000000000001
6076,0.8931,0.0974,0.5113
23319,0.11599999999999999,0.20199999999999999,0.154
22513,0.132,0.249,0.168
27376,0.607,0.19699999999999998,0.196
3189,1.0,0.0888,0.3058
21786,0.474,0.22,0.05
15685,0.314,0.258,0.203
10592,0.419,0.2042,0.3055
1414,1.0,0.1064,0.32
26055,0.226,0.245,0.17800000000000002
407,1.0,0.0977,0.2226
960,1.0,0.0332,0.4164
3804,1.0,0.1105,0.2901
539,1.0,0.0245,0.2867
21998,0.446,0.217,0.10400000000000001
18471,0.114,0.23,0.067
23634,1.0,0.021,0.507
6602,0.5297,0.1218,0.2546
13098,0.368,0.21899999999999997,0.21899999999999997
1314,0.865,0.1528,0.4417
5393,0.44,0.2135,0.3591
23686,0.998,0.064,0.546
1265,0.9834,0.1091,0.1822
3395,1.0,0.1065,0.3334
6215,1.0,0.1554,0.3784
1493,1.0,0.0998,0.1787
13792,1.0,0.08900000000000001,0.365
291,0.938,0.1817,0.0625
10280,0.3296,0.2514,0.3587
21554,0.149,0.195,0.087
10557,0.6394,0.1589,0.3547
7644,0.2795,0.2586,0.1841
14852,0.608,0.11199999999999999,0.242
17009,0.42200000000000004,0.215,0.252
19892,1.0,0.044000000000000004,0.436
22439,0.122,0.259,0.16899999999999998
27588,0.9059999999999999,0.203,0.14300000000000002
14844,0.733,0.114,0.255
25916,1.0,0.027999999999999997,0.49700000000000005
1302,1.0,0.1585,0.1948
15880,0.56,0.11599999999999999,0.49200000000000005
23378,0.868,0.059000000000000004,0.507
22599,0.131,0.24600000000000002,0.168
11464,0.9365,0.0223,0.1387
13124,0.7659999999999999,0.153,0.287
19307,1.0,0.02,0.28600000000000003
9916,0.3186,0.2089,0.3513
25396,0.213,0.183,0.147
6423,1.0,0.0284,0.2024
7218,0.405,0.1577,0.2997
10536,0.3866,0.2248,0.3321
4748,0.5701,0.0995,0.4289
7477,0.5107,0.152,0.3975
15765,0.493,0.255,0.157
13630,0.306,0.23600000000000002,0.162
14092,1.0,0.061,0.6940000000000001
9855,0.295,0.1876,0.3264
7875,0.251,0.23399999999999999,0.2574
27163,0.408,0.175,0.05
14691,1.0,0.08,0.7829999999999999
24927,1.0,0.02,0.298
1449,1.0,0.1715,0.2692
9725,0.2484,0.20800000000000002,0.2246
4299,0.8340000000000001,0.228,0.0372
21473,1.0,0.037000000000000005,0.536
6021,0.8638,0.0899,0.39899999999999997
27032,0.544,0.113,0.040999999999999995
20659,0.12300000000000001,0.24100000000000002,0.161
15465,0.215,0.182,0.392
4577,0.5775,0.2237,0.2394
10959,1.0,0.0498,0.1975
7104,0.2351,0.2031,0.1937
701,0.6166,0.1181,0.3774
23769,0.174,0.179,0.38
9908,0.3117,0.1999,0.3086
25788,0.153,0.255,0.166
23850,0.27899999999999997,0.131,0.207
6628,0.3,0.2486,0.2485
8647,0.4378,0.2458,0.3446
25048,1.0,0.05,0.605
25305,0.16899999999999998,0.207,0.156
14817,0.897,0.111,0.268
7502,0.3304,0.2032,0.3317
23514,0.22899999999999998,0.222,0.204
24288,1.0,0.08199999999999999,0.507
16012,0.506,0.136,0.494
21580,0.311,0.218,0.08900000000000001
22010,0.436,0.212,0.09
13990,1.0,0.061,0.767
25506,0.22899999999999998,0.153,0.128
3321,1.0,0.0881,0.3823
21347,0.276,0.20199999999999999,0.317
1576,1.0,0.0819,0.2806
27463,0.75,0.188,0.19699999999999998
2471,0.1042,0.2345,0.0292
21134,0.122,0.259,0.17600000000000002
1718,1.0,0.1345,0.2478
6152,1.0,0.1491,0.4068
779,1.0,0.02,0.4527
8187,0.2566,0.1586,0.0633
27491,0.8079999999999999,0.165,0.154
22112,0.467,0.203,0.149
10276,0.3317,0.2433,0.3241
26594,0.281,0.16399999999999998,0.18100000000000002
14634,1.0,0.079,0.7040000000000001
12478,1.0,0.099,0.8290000000000001
6514,1.0,0.0486,0.5694
24770,1.0,0.02,0.451
3114,0.9927,0.1837,0.1658
7208,0.3836,0.1704,0.2605
16033,0.5760000000000001,0.122,0.49700000000000005
26309,0.445,0.139,0.040999999999999995
26359,0.419,0.11199999999999999,0.045
1613,1.0,0.1485,0.2996
23545,0.09699999999999999,0.22699999999999998,0.17
3531,1.0,0.1028,0.3336
1226,1.0,0.11800000000000001,0.3697
26372,0.405,0.141,0.03
7293,0.2973,0.2139,0.23
64,1.0,0.1932,0.1732
8610,0.4103,0.225,0.3193
25760,0.24,0.203,0.297
24732,1.0,0.02,0.233
12022,0.7792,0.1119,0.5838
11329,0.2698,0.1816,0.1483
20998,0.326,0.162,0.272
7657,0.2473,0.2689,0.2534
1680,1.0,0.1021,0.2562
1003,1.0,0.0444,0.3371
20409,0.145,0.248,0.183
4886,0.745,0.1278,0.5797
21224,0.701,0.084,0.44799999999999995
10896,1.0,0.0691,0.231
796,1.0,0.03,0.685
4948,0.8176,0.1385,0.5727
26174,0.102,0.21600000000000003,0.043
6883,0.2927,0.2348,0.2838
3282,1.0,0.069,0.3475
5829,0.7371,0.252,0.2152
12474,1.0,0.08800000000000001,0.846
23125,0.124,0.257,0.142
3056,1.0,0.0539,0.5335
25706,0.172,0.237,0.17600000000000002
13403,0.36700000000000005,0.23199999999999998,0.23399999999999999
6947,0.2064,0.2259,0.20800000000000002
2114,1.0,0.0737,0.7952
20646,0.113,0.253,0.138
9449,0.1083,0.2269,0.0585
11749,0.3052,0.1685,0.1086
25642,0.174,0.19,0.18899999999999997
8569,0.3786,0.1885,0.3916
1021,0.8986,0.1402,0.3873
2446,0.1977,0.2274,0.0248
13918,1.0,0.11,0.638
6401,0.6552,0.15,0.2547
23685,0.932,0.07,0.53
9667,0.3266,0.17600000000000002,0.3165
27285,0.29100000000000004,0.11599999999999999,0.209
25795,0.172,0.24600000000000002,0.162
26923,0.45799999999999996,0.207,0.045
9959,0.3101,0.2318,0.3001
24345,1.0,0.069,0.36700000000000005
13428,0.315,0.233,0.188
11000,0.221,0.2226,0.1095
25681,0.168,0.245,0.141
14220,1.0,0.075,0.691
19065,0.377,0.09300000000000001,0.273
12995,0.368,0.18600000000000003,0.19399999999999998
3365,1.0,0.0738,0.3047
5688,0.7042,0.2625,0.2146
2768,0.3921,0.1976,0.2423
8738,0.4933,0.2251,0.3658
8679,0.4478,0.2351,0.3503
6788,0.3864,0.2392,0.1754
26333,0.37200000000000005,0.14300000000000002,0.049
24614,1.0,0.12300000000000001,0.396
23463,0.17800000000000002,0.237,0.225
23271,0.124,0.172,0.311
11831,0.2294,0.1783,0.1202
23633,1.0,0.02,0.505
3030,1.0,0.0691,0.2501
21651,0.314,0.207,0.047
11894,1.0,0.0293,0.561
3553,1.0,0.0891,0.3772
8447,0.3777,0.2039,0.3597
21227,0.718,0.079,0.45899999999999996
3278,1.0,0.075,0.3524
23560,0.207,0.165,0.166
10374,0.2572,0.2363,0.2269
26490,0.19,0.185,0.083
16517,0.654,0.10099999999999999,0.439
27479,0.715,0.157,0.131
108,0.2699,0.1625,0.1715
16105,0.20800000000000002,0.16899999999999998,0.253
21364,0.214,0.195,0.342
22004,0.433,0.222,0.10099999999999999
21637,0.436,0.122,0.07
25387,0.225,0.192,0.14800000000000002
8050,0.1016,0.2333,0.0271
6209,1.0,0.1524,0.4003
16759,0.332,0.17600000000000002,0.29600000000000004
13056,0.278,0.243,0.184
12508,1.0,0.069,0.83
23624,1.0,0.025,0.495
125,0.8649,0.1761,0.2107
6459,0.9315,0.1647,0.3502
23523,0.237,0.188,0.315
3136,1.0,0.1376,0.243
8594,0.4375,0.1908,0.3337
8214,0.3151,0.2501,0.2682
15877,0.597,0.107,0.541
6072,0.7096,0.1101,0.4814
19258,0.925,0.11199999999999999,0.266
27689,0.94,0.239,0.331
2679,0.5665,0.2234,0.2731
20860,0.192,0.22899999999999998,0.267
7461,0.4207,0.1086,0.3314
9880,0.2929,0.1832,0.3272
26406,0.423,0.191,0.096
2196,1.0,0.02,0.2756
14404,1.0,0.084,0.408
7078,0.2068,0.2526,0.2165
5195,0.5792,0.0528,0.3887
10265,0.3833,0.1586,0.3168
26715,0.361,0.215,0.25
27352,0.644,0.225,0.342
34,1.0,0.0648,0.9268
14167,1.0,0.054000000000000006,0.767
6548,0.7041,0.1097,0.4113
3164,1.0,0.0448,0.4293
27427,0.8590000000000001,0.19399999999999998,0.11900000000000001
23501,0.23199999999999998,0.19399999999999998,0.209
11866,1.0,0.0952,0.5442
11590,0.2252,0.1974,0.0944
9885,0.3082,0.1821,0.3387
3580,1.0,0.1252,0.2844
12598,1.0,0.09,0.264
2834,0.3261,0.1991,0.1331
